,Application Year,Lens ID,Inventor
11477,2018,088-583-567-765-70X,Newell-Rogers Martha Karen
11478,2018,088-583-567-765-70X,Tobin Richard
11479,2020,095-115-663-696-667,Leblanc Pierre R
11480,2020,095-115-663-696-667,Gelfand Jeffrey A
11481,2020,095-115-663-696-667,Poznansky Mark C
11482,2020,095-115-663-696-667,Korochkina Svetlana E
11483,2020,140-321-015-649-456,Weng Huanjiao
11484,2020,140-321-015-649-456,Fang Shubin
11485,2020,140-321-015-649-456,Lin Jizhen
11486,2020,140-321-015-649-456,Lin Jinxiang
11487,2020,140-321-015-649-456,Jin Rong
11488,2020,140-321-015-649-456,Li Xiufeng
11489,2023,053-243-444-263-389,Adamkewicz Joanne Irene
11490,2023,053-243-444-263-389,Eng-Wong Jennifer
11491,2023,053-243-444-263-389,Lau Jeffrey
11492,2023,053-243-444-263-389,Larrocha Pablo Saenz-Lopez
11493,2023,053-243-444-263-389,Pathria Gaurav
11494,2023,053-243-444-263-389,Maddalo Danilo
11495,2023,053-243-444-263-389,Merchant Mark Andrew
11496,2023,053-243-444-263-389,Sodir Nicole
11497,2021,180-368-276-204-446,Lofgren Michael
11498,2021,180-368-276-204-446,Ashminova Vania E
11499,2021,180-368-276-204-446,Tighe Robert
11500,2021,180-368-276-204-446,Singh Reshma
11501,2021,180-368-276-204-446,Mccarthy Derrick
11502,2021,180-368-276-204-446,Hofmeister Robert
11503,2021,180-368-276-204-446,Gutierrez Dario
11504,2021,180-368-276-204-446,Baeuerle Patrick
11505,2021,180-368-276-204-446,Anderson Courtney Kay
11506,2017,165-132-543-312-261,Woody James N
11507,2021,026-390-195-639-410,Liu Xiaodi
11508,2021,026-390-195-639-410,Xu Yanni
11509,2021,026-390-195-639-410,Cao Jincheng
11510,2021,026-390-195-639-410,Luo Baoming
11511,2021,162-073-926-144-174,Si Han
11512,2021,162-073-926-144-174,Kuziora Michael
11513,2021,162-073-926-144-174,Higgs Brandon W
11514,2019,097-134-049-885-552,Sabe Hisataka
11515,2019,097-134-049-885-552,Hashimoto Shigeru
11516,2019,097-134-049-885-552,Hashimoto Ari
11517,2019,097-134-049-885-552,Hirano Satoshi
11518,2018,106-009-260-750-364,Bi Meixia
11519,2018,106-009-260-750-364,Hopson Christopher B
11520,2018,106-009-260-750-364,Mayes Patrick A
11521,2018,106-009-260-750-364,Yada Villi Sapna
11522,2020,143-261-701-932-814,Ji Jie
11523,2020,143-261-701-932-814,Li Tao
11524,2020,143-261-701-932-814,Jiang Wei
11525,2020,143-261-701-932-814,Wang Jin
11526,2020,143-261-701-932-814,Tang Qi
11527,2020,143-261-701-932-814,Ji Guozhong
11528,2020,143-261-701-932-814,Feng Zhenqing
11529,2017,048-183-703-896-357,Olmarker Kjell
11530,2017,048-183-703-896-357,Jonsson Daniel
11531,2021,056-841-831-764-019,Youn Jin Won
11532,2021,056-841-831-764-019,Park Jong Sup
11533,2021,056-841-831-764-019,Woo Jung Won
11534,2021,056-841-831-764-019,Sung Young Chul
11535,2017,104-176-598-651-772,Howard Danny Roland
11536,2017,104-176-598-651-772,Shen Hai-Ge
11537,2017,104-176-598-651-772,Manenti Luigi
11538,2017,104-176-598-651-772,Gu Gary Yi
11539,2017,104-176-598-651-772,Bilic Sanela
11540,2017,104-176-598-651-772,Cameron John Scott
11541,2016,054-572-591-379-238,Gandhi Anita
11542,2016,054-572-591-379-238,Frankel Stanley
11543,2022,149-163-964-988-333,Rafiei Anahita
11544,2022,149-163-964-988-333,Kumar Anil
11545,2022,149-163-964-988-333,Renner Christoph
11546,2022,149-163-964-988-333,Marroquin Belaunzaran Osiris
11547,2022,079-323-498-621-878,Zhang Feng
11548,2022,079-323-498-621-878,Joung Julia
11549,2020,011-863-623-697-688,Duyster Justus
11550,2020,011-863-623-697-688,Apostolova Petya
11551,2020,011-863-623-697-688,Zeiser Robert
11552,2020,188-480-575-295-924,Lee John
11553,2019,011-337-643-257-778,Mami-Chouaib Fathia
11554,2019,011-337-643-257-778,Bismuth Georges
11555,2019,011-337-643-257-778,Leclerc Marine
11556,2016,111-198-423-922-228,Laufer Radoslaw
11557,2016,111-198-423-922-228,Ng Grace
11558,2016,111-198-423-922-228,Lang Yunhui
11559,2016,111-198-423-922-228,Pauls Heinz W
11560,2016,111-198-423-922-228,Liu Yong
11561,2016,111-198-423-922-228,Patel Narendra Kumar B
11562,2016,111-198-423-922-228,Sampson Peter Brent
11563,2016,111-198-423-922-228,Li Sze-Wan
11564,2021,193-748-419-949-83X,Newell-Rogers Martha
11565,2021,193-748-419-949-83X,Landman Bernard
11566,2018,190-343-034-008-743,Gaynor Richard Brian
11567,2018,190-343-034-008-743,Ilaria Robert Leslie
11568,2020,026-262-784-899-572,Tran David
11569,2020,026-262-784-899-572,Chen Dong-Jiang
11570,2020,084-184-757-953-062,Cui Chuanliang
11571,2020,084-184-757-953-062,Guo Jun
11572,2020,084-184-757-953-062,Si Lu
11573,2020,084-184-757-953-062,Sheng Xinan
11574,2020,084-184-757-953-062,Lian Bin
11575,2020,084-184-757-953-062,Zhou Li
11576,2020,084-184-757-953-062,Mao Lili
11577,2020,084-184-757-953-062,Yan Xieqiao
11578,2020,084-184-757-953-062,Tang Bixia
11579,2020,084-184-757-953-062,Bai Xue
11580,2020,084-184-757-953-062,Chi Zhihong
11581,2020,084-184-757-953-062,Li Caili
11582,2020,084-184-757-953-062,Wang Xuan
11583,2023,142-640-467-948-589,Mevorach Dror
11584,2023,142-640-467-948-589,Novik Shai
11585,2016,145-949-100-591-012,Pourdehnad Michael
11586,2016,145-949-100-591-012,Gandhi Anita
11587,2016,145-949-100-591-012,Chiu Hsiling
11588,2017,060-187-024-825-111,Reusch Uwe
11589,2017,060-187-024-825-111,Treder Martin
11590,2017,060-187-024-825-111,Knackmuss Stefan
11591,2017,060-187-024-825-111,Marschner Jens-Peter
11592,2022,167-109-001-001-562,Feng Hui
11593,2022,167-109-001-001-562,Yao Sheng
11594,2023,052-053-037-449-131,Wen Patrick
11595,2023,052-053-037-449-131,Cloughesy Tim
11596,2023,052-053-037-449-131,Hassan Islam
11597,2020,061-782-698-695-221,Neelon Kelly
11598,2020,061-782-698-695-221,Zhang Mingxuan
11599,2017,030-993-685-801-422,Li Jing
11600,2017,030-993-685-801-422,Gololobov Gennady
11601,2017,030-993-685-801-422,Wang Zhuozhi
11602,2017,030-993-685-801-422,Xu Jian-Qing
11603,2009,037-474-254-269-809,Chen Lieping
11604,2009,037-474-254-269-809,Jie Tang
11605,2009,037-474-254-269-809,Liu Yang
11606,2009,037-474-254-269-809,Weibin Zhu
11607,2015,079-062-297-100-15X,Manuarii Manuel
11608,2015,079-062-297-100-15X,Weisbuch Sébastien
11609,2015,079-062-297-100-15X,Pasqual Nicolas
11610,2015,079-062-297-100-15X,Mouret Jean-François
11611,2015,079-062-297-100-15X,Courtier Anaïs
11612,2017,164-193-786-825-46X,Lei Ming
11613,2017,164-193-786-825-46X,Liang Schweizer
11614,2017,164-193-786-825-46X,John S Sack
11615,2017,164-193-786-825-46X,Sandra V Hatcher
11616,2017,164-193-786-825-46X,Haichun Huang
11617,2017,164-193-786-825-46X,Edward J Hilt
11618,2017,164-193-786-825-46X,Angela Goodenough
11619,2017,164-193-786-825-46X,Huang Richard Y
11620,2017,164-193-786-825-46X,Michael Nathan Hedrick
11621,2017,164-193-786-825-46X,Lonberg Nils
11622,2017,164-193-786-825-46X,Altura Rachel
11623,2017,164-193-786-825-46X,Emanuela Sega
11624,2017,164-193-786-825-46X,Mohan Srivisan
11625,2017,164-193-786-825-46X,Jure-Kunkel Maria
11626,2017,164-193-786-825-46X,Karla A Henning
11627,2017,164-193-786-825-46X,Joseph E Jr Myers
11628,2017,164-193-786-825-46X,Chen Guodong
11629,2017,164-193-786-825-46X,Bryan C Barnhart
11630,2017,164-193-786-825-46X,Martin J Corbett
11631,2017,164-193-786-825-46X,Alan J Korman
11632,2017,164-193-786-825-46X,Pingping Zhang
11633,2017,164-193-786-825-46X,Aaron P Yamniuk
11634,2021,079-247-720-041-443,Wilson Nicholas Stuart
11635,2021,079-247-720-041-443,Holmgaard Rikke Baek
11636,2021,079-247-720-041-443,Zappasodi Roberta
11637,2021,079-247-720-041-443,Merghoub Taha
11638,2021,079-247-720-041-443,Marc Van Dijk
11639,2021,079-247-720-041-443,Ritter Gert
11640,2021,079-247-720-041-443,Savitsky David Adam
11641,2021,079-247-720-041-443,Mundt Cornelia Anne
11642,2021,079-247-720-041-443,Wolchok Jedd David
11643,2021,079-247-720-041-443,Schaer David
11644,2023,129-390-141-666-450,Gao Rui
11645,2023,129-390-141-666-450,He Jian
11646,2020,089-016-317-261-301,Liu Gang
11647,2020,089-016-317-261-301,Liu Chao
11648,2022,062-033-375-765-385,Cotter Christopher Roland
11649,2022,062-033-375-765-385,Doral Michelle Yuri
11650,2022,062-033-375-765-385,Muecke Merlind
11651,2022,062-033-375-765-385,Sen Shiraj
11652,2022,062-033-375-765-385,Markert Christoph
11653,2022,062-033-375-765-385,Wiebking Volker Andreas
11654,2022,062-033-375-765-385,Teichgraeber Volker
11655,2022,062-033-375-765-385,Cha Edward Namserk
11656,2022,062-033-375-765-385,Meng Raymond D
11657,2021,030-293-385-317-658,Chen Wei
11658,2021,030-293-385-317-658,Shi Hongyu
11659,2021,030-293-385-317-658,Liu Junwei
11660,2021,030-293-385-317-658,Zeng Xun
11661,2021,030-293-385-317-658,Shi Jiawei
11662,2021,030-293-385-317-658,Yin Weiwei
11663,2021,030-293-385-317-658,Fang Weijia
11664,2020,053-047-094-705-336,Tsukur Alina Aleksandrovna
11665,2020,053-047-094-705-336,Iakovlev Aleksandr Olegovich
11666,2020,053-047-094-705-336,Dmitry Valentinovich Morozov
11667,2020,053-047-094-705-336,Shitikova Viktoriia Olegovna
11668,2020,053-047-094-705-336,Lomkova Ekaterina Aleksandrovna
11669,2020,053-047-094-705-336,Kozlova Olesya Nikolaevna
11670,2020,053-047-094-705-336,Shustova Mariia Stanislavovna
11671,2015,106-918-896-735-686,Sharpe Arlene Helen
11672,2015,106-918-896-735-686,Chang Hwai Wen
11673,2015,106-918-896-735-686,Mataraza Jennifer Marie
11674,2015,106-918-896-735-686,Sabatos-Peyton Catherine Anne
11675,2015,106-918-896-735-686,Blattler Walter A
11676,2015,106-918-896-735-686,Frey Gerhard Johann
11677,2015,106-918-896-735-686,Freeman Gordon James
11678,2022,078-471-622-478-254,Fruchtman Steven
11679,2022,078-471-622-478-254,Parris Matthew
11680,2019,048-381-911-811-917,Olwill Shane
11681,2019,048-381-911-811-917,Rothe Christine
11682,2019,048-381-911-811-917,Bossenmaier Birgit
11683,2019,048-381-911-811-917,Jaquin Thomas
11684,2019,048-381-911-811-917,Maccann Darragh
11685,2019,048-381-911-811-917,Berger Sven
11686,2019,048-381-911-811-917,Barthels Christian
11687,2019,048-381-911-811-917,Blanusa Milan
11688,2019,048-381-911-811-917,Hansbauer Eva-Maria
11689,2019,121-770-949-099-536,Sun Chunyun
11690,2019,121-770-949-099-536,Xie Liangzhi
11691,2019,121-770-949-099-536,Ma Juan
11692,2020,046-187-392-147-142,Khetan Anurag
11693,2020,046-187-392-147-142,Smith Michael J
11694,2020,046-187-392-147-142,Schmidt Michael Anthony
11695,2020,046-187-392-147-142,Parsons Rodney Lawrence
11696,2020,046-187-392-147-142,Xu Ping
11697,2017,141-583-904-084-084,The Designation Of The Inventor Has Not Yet Been Filed
11698,2021,105-030-847-296-623,Evangelista Marie
11699,2021,105-030-847-296-623,Schutzman Jennifer Lee
11700,2021,105-030-847-296-623,Merchant Mark Andrew
11701,2021,105-030-847-296-623,Mandlekar Sandhya Vinayak
11702,2021,105-030-847-296-623,Lin Ting-Kun Mark
11703,2021,105-030-847-296-623,Joo Stephanie Royer
11704,2021,131-725-524-741-01X,Tang Peipei
11705,2021,131-725-524-741-01X,Zhang Yanzhen
11706,2021,131-725-524-741-01X,Tan Xiaoding
11707,2021,131-725-524-741-01X,Ren Jie
11708,2021,131-725-524-741-01X,Mei Fei
11709,2021,131-725-524-741-01X,Chen Kun
11710,2022,171-435-598-424-389,Bullock Peter A
11711,2016,163-735-494-220-458,Chouaib Salem
11712,2016,163-735-494-220-458,Messai Yosra
11713,2016,163-735-494-220-458,Noman Muhammad Zaeem
11714,2020,039-753-666-452-735,Byun Min-Soo
11715,2020,039-753-666-452-735,Kim Kyu-Wan
11716,2020,039-753-666-452-735,Nam Ki-Seok
11717,2020,039-753-666-452-735,Lee Seung-Joo
11718,2020,039-753-666-452-735,Chung Hye-Shin
11719,2020,039-753-666-452-735,Park Soon-Jae
11720,2022,070-601-164-161-744,Hsiao Huey-Wen
11721,2022,070-601-164-161-744,Pandelakis Andreas
11722,2022,070-601-164-161-744,Chen Hung-Kai
11723,2018,033-700-725-361-79X,Li Xuefeng
11724,2018,033-700-725-361-79X,Sun Liang
11725,2018,033-700-725-361-79X,Wu Xiaochuan
11726,2022,028-889-978-969-809,Yoneichi
11727,2022,028-889-978-969-809,Zhang Chenliang
11728,2022,028-889-978-969-809,Li Xin
11729,2022,028-889-978-969-809,Liu Yongjun
11730,2022,028-889-978-969-809,Liu Guangyang
11731,2021,007-822-427-452-039,Martin Philip Lloyd
11732,2021,007-822-427-452-039,Cooper Zachary
11733,2021,007-822-427-452-039,Englert Judson
11734,2021,007-822-427-452-039,Kumar Rakesh
11735,2023,046-787-669-363-630,Finlay William James Jonathan
11736,2023,046-787-669-363-630,Gegenbauer Kristina
11737,2020,054-148-366-272-941,Song Lixue
11738,2020,054-148-366-272-941,Wu Xiaoqi
11739,2020,054-148-366-272-941,Xu Jingfeng
11740,2020,054-148-366-272-941,Xu Qian
11741,2022,128-016-194-136-633,Zhao Qianqian
11742,2022,128-016-194-136-633,Liu Yaru
11743,2022,128-016-194-136-633,Sun Xinglu
11744,2022,128-016-194-136-633,Zhou Yunhua
11745,2022,128-016-194-136-633,Tan Yongcong
11746,2022,128-016-194-136-633,Zhang Zhen
11747,2022,128-016-194-136-633,Liu Chanjuan
11748,2022,128-016-194-136-633,Jiang Rulan
11749,2022,128-016-194-136-633,Kong Chao
11750,2022,128-016-194-136-633,Lang Guojun
11751,2022,128-016-194-136-633,Hu Yuhao
11752,2020,128-783-024-213-701,Charles A. Dinarello
11753,2020,128-783-024-213-701,Tengesdal Isak
11754,2023,162-298-270-551-574,Finlay William James Jonathan
11755,2018,158-305-319-012-271,Mark J. Selby
11756,2018,158-305-319-012-271,Alan J Korman
11757,2018,158-305-319-012-271,Jackson Jeffrey
11758,2018,158-305-319-012-271,Lonberg Nils
11759,2020,097-570-566-446-735,Meehan Robert
11760,2020,097-570-566-446-735,Zaks Tal
11761,2022,073-959-932-986-278,Wang Chunmeng
11762,2022,073-959-932-986-278,Fu Xin
11763,2022,073-959-932-986-278,Lu Xianping
11764,2022,073-959-932-986-278,Pan Desi
11765,2022,073-959-932-986-278,Yang Qingming
11766,2022,073-959-932-986-278,Nie Jing
11767,2022,073-959-932-986-278,Liu Yang
11768,2022,073-959-932-986-278,Han Weidong
11769,2016,070-175-693-878-266,Martignoni Marcella
11770,2016,070-175-693-878-266,Goldberg Zelanna
11771,2016,070-175-693-878-266,Woolfson Adrian
11772,2016,070-175-693-878-266,Fontana David
11773,2016,070-175-693-878-266,Alessandra Di Pietro
11774,2016,070-175-693-878-266,Chen Shihao
11775,2016,070-175-693-878-266,Thall Aron David
11776,2016,070-175-693-878-266,Andrews Glen Ian
11777,2016,070-175-693-878-266,Long Hua
11778,2016,070-175-693-878-266,Nuyten Dimitry Serge Antoine
11779,2016,070-175-693-878-266,Lin Chia-Yang
11780,2017,065-463-427-025-610,Xu Jiaojiao
11781,2017,065-463-427-025-610,Lu Wei
11782,2016,164-552-320-534-670,Shah Kalpana
11783,2016,164-552-320-534-670,La Motte-Mohs Ross
11784,2016,164-552-320-534-670,H Smith Douglas
11785,2016,164-552-320-534-670,A Moore Paul
11786,2016,164-552-320-534-670,Bonvini Ezio
11787,2016,164-552-320-534-670,Koenig Scott
11788,2016,164-552-320-534-670,Johnson Leslie S
11789,2015,069-420-241-304-019,Xu Wenxin
11790,2015,069-420-241-304-019,Rhode Peter
11791,2015,069-420-241-304-019,Wong Hing C
11792,2015,069-420-241-304-019,Liu Bai
11793,2021,050-584-255-060-757,Waalkes Adam S
11794,2021,050-584-255-060-757,Hause Ronald
11795,2021,050-584-255-060-757,Long Dustin
11796,2021,050-584-255-060-757,Salipante Stephen J
11797,2018,168-417-034-529-217,Xu Jin
11798,2018,168-417-034-529-217,Guo Huaizu
11799,2018,168-417-034-529-217,Cao Jiawei
11800,2019,030-600-099-548-428,David M Goldenberg
11801,2019,030-600-099-548-428,Edmund A Rossi
11802,2019,030-600-099-548-428,Hansen Hans J
11803,2019,030-600-099-548-428,Diane Rossi
11804,2019,030-600-099-548-428,Chang Chien-Hsing
11805,2015,068-819-282-014-649,Diane Rossi
11806,2015,068-819-282-014-649,David M Goldenberg
11807,2015,068-819-282-014-649,Edmund A Rossi
11808,2015,068-819-282-014-649,Chang Chien-Hsing
11809,2020,043-402-188-269-898,Yoon Sun Young
11810,2020,043-402-188-269-898,Kim Jae Wha
11811,2020,043-402-188-269-898,Sohn Ki-Young
11812,2013,124-343-120-722-931,Wang Wenshi
11813,2013,124-343-120-722-931,Weber Jeffrey S
11814,2013,124-343-120-722-931,Yu Bin
11815,2018,003-178-393-362-800,Hartman Zachary C
11816,2018,003-178-393-362-800,Lyerly Herbert K
11817,2018,003-178-393-362-800,Osada Takuya
11818,2019,136-627-420-419-088,Morello Aurore
11819,2019,136-627-420-419-088,Mary Caroline
11820,2019,136-627-420-419-088,Pengam Sabrina
11821,2019,136-627-420-419-088,Poirier Nicolas
11822,2019,136-627-420-419-088,Thepenier Virginie
11823,2018,021-100-042-110-946,Chen Gang
11824,2018,021-100-042-110-946,Guo Wei
11825,2018,021-100-042-110-946,Xu Xiaowei
11826,2021,103-858-980-123-040,Ma Hongli
11827,2021,103-858-980-123-040,Chen Wei
11828,2021,103-858-980-123-040,Zhou Man
11829,2021,103-858-980-123-040,Ma Wencui
11830,2021,103-858-980-123-040,Sun Ziyong
11831,2015,032-330-604-314-67X,Diane Rossi
11832,2015,032-330-604-314-67X,David M Goldenberg
11833,2015,032-330-604-314-67X,Edmund A Rossi
11834,2015,032-330-604-314-67X,Chang Chien-Hsing
11835,2022,163-829-705-837-851,Im Jung-Min
11836,2022,163-829-705-837-851,Jung In-Hye
11837,2022,163-829-705-837-851,Chung Yong-Yoon
11838,2021,114-402-520-162-00X,Tushir-Singh Jogender
11839,2021,114-402-520-162-00X,Bhatnagar Sanchita
11840,2019,107-575-385-799-201,Song James
11841,2019,107-575-385-799-201,Shen Zhirong
11842,2019,107-575-385-799-201,Zhang Yun
11843,2019,107-575-385-799-201,Qi Qin-Zhou
11844,2022,038-434-886-861-413,Feng Hui
11845,2022,038-434-886-861-413,Yao Sheng
11846,2022,137-861-951-203-034,Coric Vladimir
11847,2021,094-086-806-907-833,Keller Peter
11848,2021,094-086-806-907-833,Gao Yun
11849,2021,094-086-806-907-833,Mempel Thorsten R
11850,2021,094-086-806-907-833,Von Andrian Ulrich H
11851,2018,045-696-565-384-365,Zhang Rong
11852,2018,045-696-565-384-365,Wang Haiyan
11853,2018,045-696-565-384-365,Zhou Zishan
11854,2018,045-696-565-384-365,Jiao Shunchang
11855,2018,045-696-565-384-365,Xie Jiasen
11856,2022,179-937-348-689-019,Diab Adi
11857,2022,179-937-348-689-019,Chunduru Srinivas
11858,2022,179-937-348-689-019,Haymaker Cara
11859,2022,179-937-348-689-019,Bernatchez Chantale
11860,2019,066-428-786-359-906,Tian Xiaoli
11861,2020,057-353-375-194-609,Balasubramanian Sriram
11862,2022,169-258-109-727-148,Diab Adi
11863,2022,169-258-109-727-148,Chunduru Srinivas
11864,2022,169-258-109-727-148,Haymaker Cara
11865,2022,169-258-109-727-148,Bernatchez Chantale
11866,2020,121-627-808-457-385,Barbi Joseph
11867,2020,121-627-808-457-385,Drake Charles
11868,2020,121-627-808-457-385,Yu Hong
11869,2020,121-627-808-457-385,Pan Fan
11870,2020,121-627-808-457-385,Pardoll Drew
11871,2018,129-532-959-234-655,Bekaii-Saab Tanios
11872,2018,129-532-959-234-655,Kaumaya Pravin T P
11873,2020,035-696-949-429-961,Gabrilovich Dmitry I
11874,2020,035-696-949-429-961,Veglia Filippo
11875,2015,059-302-376-126-213,Madiyalakan Ragupathy
11876,2015,059-302-376-126-213,Nice Christopher F
11877,2017,022-471-137-321-470,Patrick Soon-Shiong
11878,2017,022-471-137-321-470,Rabizadeh Shahrooz
11879,2017,022-471-137-321-470,Kayvan Niazi
11880,2008,028-513-404-269-496,Truhneh Alemseged
11881,2008,028-513-404-269-496,Olive Daniel
11882,2008,028-513-404-269-496,Xerri Luc
11883,2020,179-457-927-163-262,Liu Qiang
11884,2020,179-457-927-163-262,Sang Liyun
11885,2008,020-921-759-401-435,Yan Luo
11886,2018,120-882-425-566-885,Lewis Nancy
11887,2018,038-127-648-076-516,Seet Qihui
11888,2018,038-127-648-076-516,Ooi Ann Gee Lisa
11889,2021,022-490-053-549-834,Ludwig Dale L
11890,2021,022-490-053-549-834,Seth Sandesh
11891,2021,022-490-053-549-834,Diamond Paul
11892,2013,033-511-056-058-044,Diane Rossi
11893,2013,033-511-056-058-044,David M Goldenberg
11894,2013,033-511-056-058-044,Edmund A Rossi
11895,2013,033-511-056-058-044,Chang Chien-Hsing
11896,2013,123-836-666-190-817,Diane Rossi
11897,2013,123-836-666-190-817,David M Goldenberg
11898,2013,123-836-666-190-817,Edmund A Rossi
11899,2013,123-836-666-190-817,Chang Chien-Hsing
11900,2017,093-481-953-212-381,Lubenau Heinz
11901,2019,129-837-405-396-465,Santi Daniel V
11902,2019,129-837-405-396-465,Fontaine Shaun
11903,2021,022-577-168-624-699,Tong Ruizhan
11904,2021,022-577-168-624-699,Lu You
11905,2021,022-577-168-624-699,Xue Jianxin
11906,2018,038-376-363-488-637,Welsh James W
11907,2018,038-376-363-488-637,Cortez Maria Angelica
11908,2018,038-376-363-488-637,Niknam Sharareh
11909,2018,038-376-363-488-637,Yanamandra Niranjan
11910,2018,038-376-363-488-637,Schoenhals Jonathan E
11911,2017,138-568-885-808-855,Hu Zhiyuan
11912,2017,138-568-885-808-855,Wang Zihua
11913,2023,109-991-482-936-840,D'Alise Anna Morena
11914,2023,109-991-482-936-840,Lahm Armin
11915,2023,109-991-482-936-840,Leoni Guido
11916,2023,109-991-482-936-840,Scarselli Elisa
11917,2023,109-991-482-936-840,Cotugno Gabriella
11918,2020,088-575-751-754-779,Li Sheng
11919,2020,088-575-751-754-779,Xia Mei
11920,2020,088-575-751-754-779,Li Hao
11921,2020,088-575-751-754-779,Liu Zhihong
11922,2023,120-922-150-642-95X,Sun Fumou
11923,2023,120-922-150-642-95X,Shao Shuai
11924,2023,120-922-150-642-95X,Zhang Juan
11925,2023,120-922-150-642-95X,Yang Siyu
11926,2022,165-040-291-502-924,Kawakubo Masayoshi
11927,2022,165-040-291-502-924,Manstein Dieter
11928,2022,165-040-291-502-924,Fisher David E
11929,2022,165-040-291-502-924,Lo Jennifer A
11930,2014,190-371-211-697-075,Kallen Karl-Jozef
11931,2014,190-371-211-697-075,Probst Jokhen
11932,2014,190-371-211-697-075,Fotin-Mlechek Mariola
11933,2020,047-014-451-986-052,Hu Min
11934,2020,047-014-451-986-052,Yu Bing
11935,2020,047-014-451-986-052,Li Hao
11936,2020,047-014-451-986-052,Li Sheng
11937,2022,074-081-073-978-037,Yan Zhonghui
11938,2022,074-081-073-978-037,Liu Tingyi
11939,2022,074-081-073-978-037,Li Feng
11940,2022,074-081-073-978-037,Liang Yue
11941,2022,074-081-073-978-037,Zhang Jian
11942,2022,074-081-073-978-037,Gu Songhai
11943,2022,074-081-073-978-037,Hu Wenhao
11944,2022,074-081-073-978-037,Zhang Yi
11945,2015,174-353-661-477-804,Junttila Melissa
11946,2022,048-453-479-482-498,Ludwig Dale L
11947,2022,048-453-479-482-498,Seth Sandesh
11948,2022,048-453-479-482-498,Diamond Paul
11949,2022,083-946-887-256-38X,Hashemi Sadraei Nooshin
11950,2022,083-946-887-256-38X,Wong Hansen
11951,2022,083-946-887-256-38X,Smit Marie-Ann Damiette
11952,2022,083-946-887-256-38X,Roychoudhury Siddhartha
11953,2022,083-946-887-256-38X,Shetty Aditya
11954,2022,083-946-887-256-38X,Minocha Mukul
11955,2023,198-180-954-967-848,Huang Shengnan
11956,2023,198-180-954-967-848,Belcher Angela M
11957,2023,198-180-954-967-848,Li Jiahe
11958,2023,198-180-954-967-848,Hong Celestine
11959,2023,198-180-954-967-848,He Yanpu
11960,2023,198-180-954-967-848,Hammond Paula T
11961,2023,013-547-728-964-015,Olson Clifford Anders
11962,2023,013-547-728-964-015,Garban Hermes J
11963,2023,013-547-728-964-015,Tanaka Shiho
11964,2023,013-547-728-964-015,Wong Raymond
11965,2023,013-547-728-964-015,Kayvan Niazi
11966,2019,029-634-966-142-080,Bins Adriaan Dirk
11967,2016,085-217-936-633-034,Kunz Claudia
11968,2016,085-217-936-633-034,Höger Thomas
11969,2016,085-217-936-633-034,Gamer Juergen
11970,2016,085-217-936-633-034,Fricke Harald
11971,2018,110-343-021-641-628,Kim Yon Son Betty
11972,2018,110-343-021-641-628,Von Roemeling Christina
11973,2018,110-343-021-641-628,Tun Han W
11974,2018,110-343-021-641-628,Caulfield Thomas R
11975,2018,110-343-021-641-628,Copland Iii John A
11976,2022,056-695-047-251-196,Steinmetz Nicole F
11977,2022,056-695-047-251-196,Wang Chao
11978,2016,124-730-750-764-861,Mallon Patrick J
11979,2015,135-984-211-461-203,Blake-Haskins John Andrew
11980,2015,135-984-211-461-203,Stewart Ross A
11981,2015,135-984-211-461-203,Vasselli James R
11982,2015,135-984-211-461-203,Ibrahim Ramy
11983,2015,135-984-211-461-203,Keith Steele
11984,2015,135-984-211-461-203,Aiman Shalabi
11985,2015,135-984-211-461-203,Rebelatto Marlon C
11986,2015,135-984-211-461-203,Robbins Paul B
11987,2019,053-667-025-450-269,Dewitte Heleen
11988,2019,053-667-025-450-269,Lentacker Ine
11989,2019,053-667-025-450-269,Verbeke Rein
11990,2019,053-667-025-450-269,De Smedt Stefaan
11991,2021,133-057-197-538-875,Ji Rui-Ru
11992,2021,133-057-197-538-875,Rosen Oliver
11993,2020,096-273-625-961-87X,Sussman Django
11994,2020,096-273-625-961-87X,Wang Zejing
11995,2020,096-273-625-961-87X,Choong Nicholas
11996,2016,000-038-137-592-021,Baylin Stephen B
11997,2016,000-038-137-592-021,Stone Meredith
11998,2016,000-038-137-592-021,Topper Michael
11999,2016,000-038-137-592-021,Zahnow Cynthia
12000,2022,155-274-574-871-075,Cao Guo-Qing
12001,2022,155-274-574-871-075,Shi Junwei
12002,2022,155-274-574-871-075,Zhu Liyuan
12003,2018,111-753-398-188-585,Greten Tim F
12004,2018,111-753-398-188-585,Ma Chi
12005,2019,012-643-016-640-85X,Shapiro Gary
12006,2019,012-643-016-640-85X,Pollard Jack R
12007,2019,012-643-016-640-85X,Yu Marcella
12008,2019,012-643-016-640-85X,Malkova Natalia
12009,2019,012-643-016-640-85X,Koduri Rao
12010,2019,012-643-016-640-85X,Brower Kevin
12011,2019,012-643-016-640-85X,Mankoo Parminder
12012,2019,012-643-016-640-85X,Qiu Huawei
12013,2019,012-643-016-640-85X,Finn Patrick
12014,2019,012-643-016-640-85X,Winter Christopher
12015,2019,012-643-016-640-85X,Theilhaber Joachim
12016,2019,012-643-016-640-85X,Gregory Richard C
12017,2019,012-643-016-640-85X,Liu Feng
12018,2019,170-649-015-173-74X,Dracopoli Nicholas C
12019,2019,170-649-015-173-74X,Cerqueira Gustavo
